id,project_id,keyword
2837,405,metaphor corpus linguistics Norwegian language Second language acquisition L2 learner Metaphor Identification Procedure Vrije Universiteit (MIPVU) The Norwegian Second Language Corpus (ASK)
2838,406,Arts and Humanities
2839,406,metaphor
2840,406,corpus linguistics
2841,406,Norwegian language
2842,406,Second language acquisition
2843,406,L2 learner
2844,406,Metaphor Identification Procedure Vrije Universiteit (MIPVU)
2845,406,The Norwegian Second Language Corpus (ASK)
2846,406,metaphor corpus linguistics Norwegian language Second language acquisition L2 learner Metaphor Identification Procedure Vrije Universiteit (MIPVU) The Norwegian Second Language Corpus (ASK)
